ParticipantID,SEX,ParticipantAge,ParticipantEthnicity1,ParticipantEthnicity2,ParticipantEthnicity3,ParticipantEthnicity4,EducationLevel,FamilyIncome,ParticipantLTR,DatingLength,RelationshipSatisfaction,ProbabilityLeaveCurrentPartner,PartnerNumber,HadSex,AgeSex,ParticipantPrimarilyAttracted,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,GenHealth1,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11rc,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24rc,CMVS25rc,CMVS26rc
149,1,27,3, , , ,4,3,1,4,9,2,Responsibility increases after marriage,1,19,2,4,1,3,3,2,2,3,2,2,2,1,2,2,3,7,3,3,2,2,2,2,2,3,2,1,2,2,6,6,6
150,1,29,6, , , ,4,6,1,5,7,3,1,1,18,2,1,1,1,3,2,1,2,4,3,1,3,1,2,3,7,2,2,1,3,2,2,3,3,4,2,3,3,5,7,7
151,2,55,1, , , ,2,8,1,5,10,1,4,1,15,1,4,1,4,5,2,2,2,4,2,4,4,2,4,4,2,6,6,4,1,1,1,6,2,4,2,4,3,2,2,2
152,2,59,1, , , ,4,8,1,5,10,1,5,1,15,1,30,1,4,4,2,2,3,6,4,4,3,3,3,4,2,6,3,3,6,7,7,3,3,4,3,6,3,1,1,1
153,2,38,1, , , ,4,5,1,4,10,1,5,1,18,1,5,1,12,4,2,2,2,2,2,5,3,4,4,4,2,2,2,1, ,6,6,2,1,2,3,3,2,2,3,1
154,2,67,1, , , ,4,6,2, , , ,20,1,19,1,5,0,0,3,2,2,2,4,2,4,6,3,6,4,2,1,1,2,7,7,6,4,4,5,2,6,2,1,1,1
155,2,31,1, , , ,4,8,1,5,10,1,3,1,17,1,10,1,5,4,2,2,2,4,2,2,6,6,6,4,3,1,1,2,6,6,6,2,1,1,1,4,1,6,2,6
156,2,46,1, , , ,3,7,1,5,11,1,10,1,18,1,5,1,15,5,2,3,7,7,6,7,4,5,3,4,3,1,1,1,5,5,5,1,1,2,2,2,3,2,2,3
157,2,36,1, , , ,4,8,1,5,10,1,3,1,22,1,1,1,5,4,2,2,3,6,2,6,4,4,4,4,3,1,2,4,5,6,5,2,3,3,4,5,2,2,2,2
158,2,31,1, , , ,4,7,1,5,11,1,3,1,17,1,3,1,4,5,2,2,3,5,2,5,3,4,4,4,3,1,1,4,6,6,6,2,2,3,3,5,4,2,2,1
159,2,41,1, , , ,4,3,1,5,11,1,5,1,19,1,2,1,0,5,2,2,2,3,2,2,1,3,3,4,3,7,1,5,5,7,7,2,2,2,2,4,1,1,3,5
160,2,52,1, , , ,4,2,1,5,10,1,6,1,17,1,n/a,1,0,3,2,4,4,6,6,6,1,1,2,4,4,1,1,1,7,7,7,2,2,7,4,7,2,1,1,1
161,2,50,1, , , ,4,6,1,5,10,1,6,1,19,1,5,1,10,4,2,3,3,7,4,7,3,4,4,4,4,2,1,2,7,6,6,3,5,4,4,5,3,1,2,2
162,1,26,3, , , ,5,3,1,5,10,2,1,1,25,2,1,1,1,4,2,2,2,4,1,2,2,3,4,4,4,3,2,3,4,5,5,3,2,2,2,2,3,5,6,4
163,1,36,1, , , ,2,2,1,5,11,1,8,1,16,2,16,1,2,3,2,2,2,2,2,2,3,2,4,4,4,1,1,4,7,7,7,4,4,2,2,4,2,1,1,1
164,1,27,2, , , ,5,2,1,5,8,3,2,1,19,2,4,1,3,3,2,3,4,4,3,5,5,4,4,4,4,3,4,6,4,4,3,4,3,4,5,4,3,4,3,5
165,2,50,1, , , ,3,6,1,5,11,1,5,1,16,1,6,1,4,2,2,2,2,4,2,3,5,5,4,4,4,1,1,1,7,7,7,2,2,4,2,7,2,6,4,2
166,1,43,1, , , ,5,7,1,5,11,1,1,1,22,2,4,1,30,3,2,3,4,4,4,4,4,5,6,4,5,1,1,1,6,6,6,1,2,4,4,2,5,4,6,4
167,2,44,3, , , ,5,3,1,5,5,3,2,1,29,1,1,1,1,3,2,3,2,1,2,3,3,2,1,4,5,2,1,2,3,2,3,3,2,1,3,4,3,6,5,6
168,1,25,3, , , ,5,8,1,5,7,1,2,1,19,2,1,1,3,3,2,2,3,5,3,4,4,6,6,4,6,3,2,2,4,2,3,2,2,4,3,4,3,5,5,5
169,2,31,1, , , ,2,1,1,4,9,1,4,1,15,1,35,1,30,3,2,2,2,2,2,2,4,4,4,4,6,1,1,1,6,6,6,1,2,3,3,3,3,2,2,2
170,2,26,1, , , ,4,6,1,5,11,1,2,1,19,1,2,1,25,4,2,2,5,7,2,4,6,6,6,4,6,4,3,6,7,7,6,2,3,3,4,4,3,4,5,5
171,1,27,3, , , ,4,3,1,4,11,1,4,1,18,2,10,2,15,5,2,1,2,3,2,3,4,4,4,5,1,1,1,1,6,7,7,1,1,3,2,3,2,1,3,1
172,1,37,1, , , ,4,3,1,5,11,1,6,1,17,2,8,1,1,4,2,4,2,6,6,6,2,2,3,5,1,1,1,1,7,7,7,3,1,7,7,7,4,4,6,6
173,1,43,1, , , ,4,7,1,5,10,1,15,1,18,2,14,1,1,4,2,2,3,3,2,5,4,4,3,5,2,1,1,2,5,5,5,2,2,3,4,4,3,2,3,1
174,1,53,1, , , ,1,3,2, , , ,7,1,16,2,7,0,0,3,2,3,5,6,4,7,5,5,6,5,3,7,5,7,7,7,7,1,1,6,3,7,5,1,1,1
175,2,38,3, , , ,4,1,1,5,9,1,2,1,26,1,1,1,5,3,2,2,3,6,3,6,4,5,4,5,4,2,2,2,3,4,4,3,3,3,3,4,3,2,3,2
176,1,31,1, , , ,3,2,1,2,5,7,6,1,16,2,7,1,18,4,2,2,2,3,2,3,5,5,5,5,4,5,2,4,5,5,4,3,3,3,2,3,3,3,4,4
177,1,25,1, , , ,4,6,1,5,8,1,4,1,17,2,4,1,6,4,2,2,3,4,3,4,4,4,4,5,4,6,5,5,5,5,5,4,3,5,4,5,3,3,5,3
178,1,33,3, , , ,4,4,1,5,7,4,8,1,9,2,6,1,3,4,2,3,5,4,3,4,3,4,4,5,4,2,1,4,3,4,5,5,2,4,3,4,3,2,2,2
179,2,39,1, , , ,4,5,1,5,11,1,3,1,17,1,3,1,20,5,2,1,2,5,2,5,6,3,4,5,5,2,1,2,5,6,5,1,2,3,3,5,4,2,3,3
180,1,34,1, , , ,4,7,1,5,9,1,5,1,18,2,11,2,2,3,2,4,3,3,3,4,5,4,5,5,5,1,1,2,5,7,5,2,1,3,3,3,3,2,4,2
181,2,26,1, , , ,3,7,1,5,8,1,5,1,17,1,6,1,15,4,2,3,3,5,2,4,3,3,5,5,5,3,3,5,7,7,7,3,4,3,2,3,2,2,5,5
182,1,22,3, , , ,4,3,1,3,8,6,1,1,19,2,2,1,6,4,2,3,2,2,2,3,5,3,4,5,5,7,7,6,7,7,7,2,1,2,2,3,4,2,5,1
183,1,46,1, , , ,4,1,2, , , ,10,1,15,2,100,5,7,4,2,2,2,2,2,3,5,5,5,5,5,3,3,3,6,6,6,2,2,2,3,3,3,3,5,2
184,1,34,1, , , ,4,6,2, , , ,55,1,11,2,160,4,25,4,2,2,2,2,2,2,6,6,4,5,6,7,7,7,7,7,7,4,4,2,1,1,1,1,1,1
185,1,46,1, , , ,3,5,1,5,10,2,7,1,15,2,35,1,12,3,2,2,2,3,2,5,3,5,5,5,6,1,3,2,5,6,6,2,2,1,3,4,2,3,7,2
186,2,33,1, , , ,4,3,1,5,8,1,15,1,18,1,12,1,3,4,2,2,2,2,2,3,5,6,4,5,6,1,1,1,7,7,7,2,4,4,2,4,2,1,2,2
187,2,33,1, , , ,2,3,1,5,11,1,5,1,14,1,3,1,4,3,2,2,2,3,2,2,4,3,5,5,6,2,2,2,6,6,4,2,2,2,4,5,2,1,2,4
188,1,32,1, , , ,5,8,1,5,11,1,10,1,16,2,18,1,15,5,2,2,2,2,2,4,4,5,5,5,6,6,2,2,4,4,4,2,2,2,2,4,4,2,2,2
189,2,26,3, , , ,4,1,1,4,9,2,2,1,25,1,1,1,3,3,2,3,5,4,4,2,4,5,4,5,7,5,4,7,6,5,5,6,6,5,6,5,4,6,5,6
190,2,28,1, , , ,2,4,1,5,10,1,5,1,12,1,23,1,5,3,2,1,2,1,1,4,3,6,4,5,7,1,1,1,4,7,3,1,1,2,2,2,1,1,6,4
191,2,31,1, , , ,3,6,1,5,11,1,6,1,14,1,21,1,4,4,2,3,3,5,3,3,6,7,7,6,1,1,1,2,7,7,7,3,5,5,3,7,1,1,5,3
192,2,41,1, , , ,4,6,1,5,11,11,6,1,17,1,5,1,1,4,2,7,6,1,7,3,4,4,1,6,2,5,2,2,6,2,1,2,2,5,6,2,4,7,3,7
193,1,66,1, , , ,4,6,1,5,11,1,3,1,20,2,1,1,4,4,2,3,4,6,4,7,5,6,6,6,4,1,1,4,6,6,7,4,4,4,4,7,4,1,1,1
194,2,31,1, , , ,4,6,1,5,11,1,1,1,16,1,1,1,1,1,2,6,6,6,2,3,6,6,6,6,5,6,6,3,6,3,6,5,6,6,2,4,2,6,4,2
195,2,32,1, , , ,4,5,1,4,10,1,2,1,23,1,5,1,2,3,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,3,2,2,2
196,2,27,1, , , ,4,4,1,5,9, ,2,1,17,1,2,1,5,3,2,4,4,6,2,6,6,6,6,6,6,2,2,2,6,6,6,6,3,3,4,4,3,2,2,2
197,2,34,1, , , ,4,5,1,5,9,1,4,1,18,1,3,1,15,4,2,2,2,5,2,3,5,6,6,6,6,7,7,5,3,5,3,2,2,2,3,3,6,2,6,5
198,2,31,1, , , ,4,6,1,4,10,1,2,1,23,1,5,1,1,3,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,6,6,2,2,2
199,1,39,1, , , ,5,6,2, , , ,3,2, ,2,0,0,0,4,2,2,3,6,2,6,7,7,6,6,6,7,2,5,6,6,5,1,2,3,4,6,3,2,6,2
200,2,53,1, , , ,4,8,1,5,11,1,1,1,21,1,1,1,5,3,2,3,4,6,2,6,5,5,5,6,6,1,1,2,6,6,6,2,2,5,4,6,6,2,1,2
201,2,27,1, , , ,2,6,1,5,10,1,10,1,17,1,10,1,10,2,2,4,4,4,4,2,6,7,7,6,7,1,1,1,6,7,7,2,2,6,4,6,3,4,2,6
202,2,66,1, , , ,2,3,1,5,11,1,1,1,20,1,2,1,2,2,2,4,6,6,6,6,4,4,6,6,7,1,1,1,7,7,7,7,7,7,4,4,6,1,1,1
203,2,32,1, , , ,2,6,1,5,11,1,2,1,23,1,2,1,1,4,2,2,3,6,3,3,5,6,7,7,1,2,1,1,4,4,4,3,1,1,2,7,7,1,5,2
204,2,33,1, , , ,3,5,1,5,9,1,4,1,15,1,8,1,1,4,2,2,5,4,2,1,6,7,5,7,5,2,2,1,6,6,6,2,2,4,1,6,2,2,5,2
205,2,56,1, , , ,2,6,1,5,9,1,18,1,16,1,8,1,0,3,2,2,2,3,2,4,5,6,6,7,6,2,1,7,7,7,7,3,2,2,3,6,2,1,1,1
206,1,67,1, , , ,2,3,1,5,10,1,20,1,17,2,12,1,2,5,2,2,3,3,3,7,7,7,7,7,6,6,2,3,6,7,7,1,1,3,2,3,3,1,1,1
207,2,44,1, , , ,1,1,1,5,9,1,3,1,16,1,3,1,0,2,2,2,3,7,3,7,7,7,7,7,6,7,1,1,7,7,7,2,3,3,1,7,2,1,1,1
208,1,48,1, , , ,4,3,1,5,1,10,3,1,20,2,3,1,0,2,2,2,5,4,1,1,7,7,7,7,7,1,1,1,7,7,7,2,2,2,2,7,1,1,2,2
209,2,24,6,7,8, ,4,4,1,5,9,1,5,1,16,1,20,1,4,3,2,2,2,7,2,7,6,6,7,7,7,4,4,4,7,7,7,5,1,2,2,4,4, ,4,4
210,2,21,1, , , ,3,2,1,5,8,2,2,1,14,1,8,1,1,4,2,2,2,5,3,3,7,7,7,7,7,1,1,1,7, ,7,4,7,4,4,7,1,1,1,1
211,1,30,1, , , ,2,1,2, , , ,1,1,28,2,1,0,0,3,2,2,5,7,6,7,7,7,7,7,7,7,7,7,7,7,7,2,2,5,7,7,7,6,3,1
212,1,51,7, , , ,2,6,1,5,9,1,10,1,18,2,10,1,2,3,2,4,3,4,4,7,6,7,7,7,7,3,3,2,6,6,7,6,6,4,6,7,1,2,5,1
213,2,25,1, , , ,4,4,1,4,4,10,2,1,16,1,15,1,1,4,3,3,3,3,3,3,2,2,4,1,1,1,1,3,6,6,6,1,1,5,3,2,2,3,4,3
214,1,32,3, , , ,4,3,1,5,11,1,1,1,26,2,1,1,35,3,3,2,2,2,2,2,2,2,2,1,2,6,2,2,2,2,2,1,2,2,2,6,3,6,5,6
215,1,33,3, , , ,5,3,1,5,9,1,1,1,30,2,1,1,8,3,3,2,1,3,2,6,5,4,7,1,2,1,2,3,7,6,5,4,2,3,4,1,6,3,4,1
216,2,29,2, , , ,4,6,1,5,10,8,2,1,19,1,2,1,5,5,3,1,2,3,2,1,2,2,1,1,6,3,2,2,1,2,3,1,2,2,3,2,1,6,7,6
217,2,25,1, , , ,5,3,1,5,10,11,1,1,21,1,1,1,1,4,3,1,1,7,3,7,2,1,2,1,6,3,3,2,3,4,3,3,2,3,2,3,3,1,4,6
218,1,53,1, , , ,4,7,1,5,7,2,10,1,17,2,4,1,1,4,3,3,2,1,2,1,1,1,1,1,6,1,1,4,1,2,5,5,5,4,4,4,5,5,2,6
219,1,40,1, , , ,4,7,1,5,11,1,15,1,20,2,12,1,3,5,3,3,3,3,3,3,3,1,2,2,2,1,2,3,6,7,7,2,2,4,6,4,4,1,3,3
220,1,39,1, , , ,4,7,1,5,8,2,5,1,23,2,2,1,10,3,3,5,4,6,3,7,3,3,3,2,2,1,2,3,6,6,6,2,1,5,6,6,6,2,6,3
221,2,54,1, , , ,3,6,1,5,8,2,25,1,18,1,10,1,6,3,3,3,3,4,2,4,3,2,2,2,2,3,2,4,6,6,6,1,2,2,2,4,2,2,3,3
222,2,32,1, , , ,2,1,1,5,5,3,8,1,15,1,12,1,4,3,3,3,3,3,3,2,3,3,3,2,2,4,3,4,6,6,7,1,2,3,2,2,2,1,6,3
223,1,32,1, , , ,2,4,1,2,9,10,5,1,16,2,20,1,20,4,3,1,2,2,3,2,1,2,3,2,2,4,5,4,7,6,7,4,2,3,4,4,6,2,4,2
224,1,28,3, , , ,4,4,1,5,9,2,2,1,19,2,2,1,0,4,3,2,2,2,2,3, ,1,3,2,3,3,2,3,5,6,7,3,3,3,2,3,4,2,4,3
225,1,31,3, , , ,5,1,1,4,11,1,2,1,24,2,2,1,2,5,3,3,3,2,3,3,4,1,1,2,3,1,1,3,4,5,5,3,2,2,3,3,1,3,5,4
226,2,41,1, , , ,4,6,2, , , ,6,1,17,1,5,1,2,5,3,2,2,2,2,4,5,3,4,2,4,4,2,5,5,4,4,2,2,4,2,3,3,2,3,5
227,1,31,3, , , ,4,1,1,5,9,6,1,2, ,2,1,1,0,4,3,2,5,3,4,3,3,3,2,2,4,3,3,2,3,4,3,2,3,2,3,3,4,5,6,5
228,1,42,3, , , ,4,1,1,5,11,2,2,1,28,2,1,1,3,2,3,6,4,5,3,3,6,4,3,2,4,3,5,3,4,2,3,5,3,3,4,5,4,6,5,3
229,1,35,3, , , ,5,1,1,5,11,1,1,1,20,2,1,1,1,3,3,3,3,2,2,4,3,1,3,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4
230,2,30,1, , , ,4,7,1,5,8,3,4,1,18,1,10,1,2,3,3,3,3,3,3,5,3,3,3,2,5,2,2,2,3,2,2,3,3,3,2,3,2,6,6,6
231,1,30,3, , , ,5,2,1,2,9,8,2,1,24,2,2,2,2,4,3,2,3,2,2,2,2,1,2,2,6,2,3,2,2,1,2,2,1,1,1,2,2,3,6,2
232,2,34,3, , , ,4,1,1,5,10,10,5,1,15,1,3,1,1,4,3,3,5,2,2,6,3,6,6,2,6,2,3,3,3,2,3,3,2,2,2,3,3,5,5,5
233,1,28,2, , , ,4,2,1,3,10,10,2,1,25,2,2,2,2,4,3,4,6,3,3,5,3,5,3,2,6,2,2,2,2,2,2,2,3,2,2,4,2,6,6,6
234,1,27,6, , , ,4,5,1,5,10,10,1,2, ,2,1,1,1,5,3,4,1,2,2,4,2,3,1,2,6,3,2,6,3,3,6,6,4,4,5,2,2,5,6,2
235,2,41,1, , , ,3,3,1,5,4,8,7,1,26,1,2,1,0,4,3,4,5,1,5,1,7,7,6,2,7,7,7,5,1,1,1,4,4,2,4,1,4,7,7,7
236,2,35,1, , , ,2,4,1,5,11,1,7,1,17,1,4,1,15,5,3,2,1,2,3,1,2,1,2,2,7,4,2,1,2,1,2,1,2,3,2,1,2,7,6,4
237,2,39,1, , , ,5,3,1,5,9,1,30,1,17,1,30,1,20,4,3,3,3,3,3,1,3,3,3,3,1,1,1,3,5,6,6,2,1,5,2,5,2,3,3,3
238,1,35,3, , , ,2,6,1,5,11,1,10,1,15,2,12,1,8,2,3,3,4,3,4,7,3,2,4,3,1,1,2,4,7,7,7,1,1,6,3,6,4,1,1,1
239,1,31,3, , , ,5,1,1,5,11,1,2 girlfriends,1,25,2,2,1,2,5,3,3,4,3,3,2,3,3,3,3,1,2,2,2,5,5,5,2,3,3,2,4,3,2,4,3
240,1,38,1, , , ,4,7,2, , , ,10,1,15,2,15,2,6,4,3,3,3,4,2,6,4,5,4,3,2,6,4,6,6,6,7,4,3,4,4,3,2,1,4,1
241,2,41,1, , , ,2,6,1,5,10,1,5,1,19,1,1,1,4,3,3,2,3,3,2,4,3,6,6,3,2,1,1,6,7,7,7,2,2,4,2,6,3,1,5,3
242,1,38,3, , , ,4,2,1,5,9,2,5,1,21,2,5,1,1,3,3,3,3,5,3,5,3,3,3,3,2,2,2,2,3,4,4,3,3,3,3,3,3,2,5,2
243,2,63,1, , , ,4,8,1,5,10,1,5,1,20,1,1,1,2,4,3,3,3,7,4,6,5,3,4,3,2,1,1,4,6,6,7,3,4,4,4,7,2,1,1,4
244,2,42,1, , , ,5,7,1,5,8,1,5,1,17,1,8,1,1,3,3,4,4,4,4,3,2,2,4,3,2,3,3,4,6,6,6,3,3,4,3,4,1,1,1,1
245,2,40,1, , , ,3,8,1,5,11,1,7,1,14,1,6,1,5,4,3,3,3,5,3,7,7,3,3,3,2,1,1,1,7,7,7,1,1,7,3,7,3,1,1,1
246,1,23,1, , , ,2,3,1,3,7,5,1,1,22,2,1,1,0,5,3,2,3,3,3,5,2,1,3,3,2,1,1,3,2,6,5,2,2,3,2,3,5,2,2,1
247,2,37,1, , , ,3,4,1,5,11,1,10,1,16,1,5,1,4,3,3,3,5,3,3,1,5,3,4,3,2,1,3,4,7,7,7,1,1,4,3,4,3,1,2,1
248,2,38,1, , , ,5,7,1,5,11,1,6,1,17,1,9,1,12,4,3,3,3,3,3,3,5,6,4,3,2,1,2,2,6,5,6,2,1,3,3,3,2,2,2,4
249,1,30,1, , , ,4,4,1,5,9,1,5,1,18,2,10,1,10,4,3,3,3,3,3,6,3,3,3,3,2,4,2,3,3,4,4,2,2,3,3,4,3,2,2,2
250,1,41,1, , , ,3,7,2, , , ,7,1,17,2,8,1,5,4,3,3,4,3,3,3,5,2,2,3,2,2,2,3,6,5,6,2,3,3,5,6,2,2,3,2
251,1,45,1, , , ,5,7,1,5,10,1,16,1,17,2,16,1,0,3,3,2,2,6,3,5,5,3,3,3,3,7,2,7,5,7,7,4,3,3,3,4,6,2,2,2
252,1,51,1, , , ,3,4,1,4,9,2,15,1,15,2,20,1,6,4,3,3,3,4,3,5,4,4,4,3,3,2,2,2,5,5,5,2,2,3,2,3,3,3,4,3
253,1,35,1, , , ,2,6,1,5,11,1,6,1,16,2,12,1,2,5,3,2,3,5,3,7,3,3,2,3,3,1,1,1,4,3,4,1,1,2,3,3,4,3,6,3
254,2,39,8, , , ,4,6,1,4,10,1,5,1,18,1,5,1,6,4,3,2,4,5,2,3,3,2,5,3,3,2,1,2,6,6,7,3,3,5,3,5,3,2,3,2
255,2,29,1, , , ,4,7,1,5,11,1,8,1,19,1,1,1,5,4,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,5,2,2,2,3,3,3,3,2,3,3
256,1,28,2, , , ,4,1,2, , , ,2,1,19,2,2,0,0,3,3,5,5,3,4,4,5,5,3,3,3,5,4,4,3,5,3,4,5,4,4,1,5,7,4,4
257,2,36,1, , , ,4,3,1,5,8,1,2,1,29,1,1,1,1,3,3,2,4,5,3,7,3,3,4,3,3,3,2,4,6,6,7,3,4,3,3,5,4,2,3,3
258,1,23,1, , , ,2,1,2, , , ,7,1,16,2,10,2,0,2,3,6,6,6,6,7,5,3,4,3,3,4,2,3,7,6,7,3,3,6,4,5,4,1,2,3
259,1,29,1, , , ,4,4,1,5,9,1,3,1,18,2,3,1,1,4,3, ,3,4,4,4,3,3,3,3,3,2,2,3,4,4,4,3,3,3,3,4,3,3,3,3
260,1,66,1, , , ,2,4,1,5,8,2,20,1,18,2,60,1,4,4,3,4,3,5,4,6,2,2,3,3,3,2,2,2,1,1,1,6,2,5,3,5,5,4,6,2
261,1,57,1, , , ,5,8,1,5,9,2,17,1,17,2,25,1,3,4,3,3,4,4,3,4,3,3,3,3,3,4,4,4,6,6,6,2,2,4,3,3,2,2,4,3
262,2,35,1, , , ,2,8,1,5,10,1,20,1,17,1,40,1,1,4,3,4,3,2,3,5,2,3,3,3,4,6,6,5,2,2,2,1,1,3,4,1,5,7,7,7
263,1,25,3, , , ,5,2,1,4,11,1,4,1,19,2,2,1,2,5,3,2,4,3,3,2,4,2,3,3,4,3,2,2,3,2,3,2,3,2,2,2,2,5,6,6
264,1,34,1, , , ,4,8,1,5,10,2,10,1,17,2,15,1,8,3,3,3,4,5,4,4,3,3,3,3,4,1,2,3,6,6,4,1,1,4,3,4,2,1,6,2
265,1,26,3, , , ,5,2,1,3,8,2,3,2, ,2,2,1,0,5,3,2,2,3,2,2,2,2,3,3,4,2,2,1,4,4,4,3,2,2,2,1,4,5,6,4
266,1,33,1, , , ,3,2,2, , , ,4,1,17,2,5,1,0,2,3,3,4,3,3,5,4,5,5,3,4,4,3,4,6,7,7,3,4,5,2,4,2,2,4,2
267,1,23,1, , , ,4,6,1,4,10,3,3.,1,17,2,25,1,4,4,3,4,3,2,4,3,2,4,5,3,4,5,4,2,3,4,5,4,2,4,2,4,3,3,4,5
268,2,56,1, , , ,3,3,2, , , ,20,1,15,1,25,0,0,3,3,5,5,5,4,4,4,5,4,3,5,1,1,4,5,5,5,2,3,4,3,6,2,2,2,2
269,1,27,3, , , ,4,1,1,5,9, ,1,1,22,2,1,1,3,4,3,4,4,2,3,3,4,2,3,3,5,4,5,2,4,3,3,4,3,2,2,3,4,5,4,6
270,1,39,3, , , ,5,2,1,4,10,1,3,1,15,2,5,1,17,3,3,3,3,3,2,4,3,3,3,3,5,2,3,3,3,3,2,2,3,2,2,4,2,4,4,4
271,2,40,1, , , ,2,6,1,5,10,11,10,1,16,1,8,1,3,1,3,3,4,4,3,5,2,2,4,3,5,2,2,3,5,5,6,3,3,3,4,3,2,6,3,3
272,1,42,1,2, , ,3,8,1,5,9,2,5,1,15,2,20,1,12,4,3,3,4,4,3,4,4,4,4,3,5,2,2,2,6,6,6,2,2,4,3,4,3,2,2,2
273,2,29,1, , , ,4,2,2, , , ,4,1,17,1,8,0,0,4,3,4,5,4,4,4,4,4,4,3,5,4,4,4,5,4,4,3,3,4,4,4,5, ,5,3
274,1,32,4, , , ,4,1,1,5,9,1,7,1,27,2,1,1,3,3,3,4,2,5,4,2,4,5,4,3,6,1,1,2,5,6,6,5,6,3,4,6,4,1,2,2
275,1,27,3, , , ,4,1,1,3,6,3,2,1,25,2,1,1,0,3,3,5,4,2,6,4,5,2,3,3,6,6,4,5,4,2,4,3,5,3,4,2,6,4,3,6
276,2,28,2, , , ,4,1,1,5,11,1,1,2, ,1,0,0,0,4,3,3,2,2,3,3,2,2,3,3,6,3,2,2,3,3,2,2,3,2,2,3,3,6,5,5
277,2,39,1, , , ,2,1,1,5,11,1,10,1,22,1,2,1,4,5,3,5,5,7,5,7,3,3,6,3,6,1,1,7,7,7,7,4,4,6,3,7,3,1,1,1
278,2,47,1,8, , ,4,3,2, , , ,4,1,29,1,6,6,0,4,3,3,6,6,3,7,6,7,7,3,6,1,1,1,7,7,6,2,2,5,2,3,3,1,1,1
279,2,45,1, , , ,2,6,1,5,11,1,5,1,17,1,2,1,6,4,3,3,3,4,3,4,3,6,6,3,7,1,1,1,7,7,7,1,1,3,4,4,4,1,1,1
280,1,57,1, , , ,4,6,1,5,7,1,6,1,18,2,10,0,0,2,3,3,4,6,4,3,3,3,4,4,2,7,6,7,7,6,7,2,2,6,4,7,5,2,6,6
281,1,28,3, , , ,3,1,1,4,9,1,1,1,26,2,1,1,7,4,3,3,4,6,3,7,4,2,3,4,2,3,2,4,3,4,3,3,3,3,4,7,4,1,1,1
282,1,43,1, , , ,3,2,1,5,11,1,8,1,18,2,4,1,24,3,3,3,3,3,3,6,6,6,6,4,2,1,3,3,6,6,6,2,2,5,2,7,3,1,1,1
283,2,49,1, , , ,3,2,2, , , ,6,1,15,1,12,2,1,3,3,3,4,3,3,3,3,6,5,4,3,4,4,4,4,6,6,3,3,4,4,4,3,1,1,1
284,1,22,1, , , ,5,2,1,5,9,3,3,2, ,2,1,3,3,4,3,4,4,3,5,6,6,4,5,4,3,5,6,5,4,3,4,5,3,5,4,3,2,4,4,3
285,2,33,1, , , ,3,6,1,5,9,1,5,1,19,1,5,1,11,3,3,6,5,5,3,3,3,2,2,4,3,7,7,7,7,4,3,5,2,4,3,2,3,6,5,6
286,1,30,3, , , ,4,1,3, , , ,1,2, ,2,0,0,0,4,3,3,5,7,7,7,7,5,4,4,3,4,3,7,5,4,5,5,7,7,7,7,5,3,1,1
287,1,23,1, , , ,2,3,1,3,9,3,2,1,22,2,1,1,0,5,3,2,5,3,3,4,5,3,4,4,3,3,1,1,1,1,1,1,3,2,2,3,2,3,5,6
288,2,27,1, , , ,4,5,1,4,10,2,2,1,22,1,2,1,9,4,3,3,2,3,2,4,3,4,4,4,4,3,3,3,5,5,5,5,4,3,3,3,3,4,4,4
289,1,30,1, , , ,4,3,1,5,11,1,5,1,23,2,1,1,8,4,3,3,3,6,3,7,5,4,4,4,4,2,1,2,4,5,6,3,3,4,3,4,4,4,3,3
290,1,28,3, , , ,5,3,1,4,9,2,2,2, ,2,0,0,0,4,3,3,4,6,3,5,5,3,4,4,4,4,3,5,4,3,4,5,4,3,4,5,4,5,4,4
291,1,31,8, , , ,4,4,1,3,10,1,1,1,30,2,1,1,3,2,3,4,4,4,4,3,4,4,5,4,4,3,2,2,4,4,5,2,2,3,4,4,5,4,4,5
292,1,36,3, , , ,5,2,1,5,8,1,4,1,21,2,4,1,12,3,3,2,2,4,3,5,4,5,5,4,4,2,2,3,5,5,5,3,3,4,3,5,6,3,4,2
293,2,22,1, , , ,4,5,1,3,8,6,3,1,14,1,3,1,5,4,3,3,3,2,3,2,4,4,4,4,4,3,2,2,6,6,6,2,2,3,4,4,3,2,2,2
294,2,21,6, , , ,4,5,2, , , ,3,2, ,1,0,0,0,3,3,2,3,3,2,3,4,4,4,4,4,2,2,2,5,6,4,2,2,3,3,2,3,2,4,4
295,2,27,2, , , ,4,1,2, , , ,5,1,21,1,1,1,6,4,3,4,4,3,4,3,4,2,2,4,5,4,3,2,2,3,2,1,4,3,2,2,2,5,6,5
296,1,59,1, , , ,4,2,2, , , ,9,1,16,2,14,1,0,4,3,3,4,5,4,6,4,4,4,4,5,1,2,2,6,6,6,3,3,5,4,3,4,2,5,2
